Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
10/4/22 18:45,Lake Charles,LA,USA,Cigar,About 3 minutes,"Brown, fast-moving object seen weaving through air.",12/22/22,Yes
10/4/22 07:49,Clemson,SC,USA,Light,,Taking photo of sunrise and noticed the strange object of light in the upper center of the picture.,12/22/22,Yes
10/4/22 04:12,Sagamore Hills,OH,USA,Sphere,Over 6 minutes,Saw/recorded light ball/orb in front yard from live security camera,12/22/22,
10/4/22 04:12,Sagamore Hills,OH,USA,Sphere,6 minutes,Ball of light hovering in front yard,12/22/22,Yes
10/3/22 22:00,Honor,MI,USA,Orb,1-2 minutes,"Large Orb like Circle of light, no sound, no tails, High above tall trees moving east and over Little Platte Lake in straight line fast",12/22/22,Yes
10/3/22 03:20,Lehigh Acres,FL,USA,Light,1 hour-1hour 10 minutes,"a blue light in the sky, flashing and emitting static sound. Much higher than street lights.",12/22/22,
10/3/22 00:30,,OK,USA,Sphere,5 to 7 seconds,"Flying drone, hit something, lost all control of dronehen light gets brighter as flying away and fades out, then get control of drone",12/22/22,
10/2/22 19:43,Browns mills,NJ,USA,Triangle,1 min,Flying in sky like a row of lights than turning in mid air like a rotation than flipping upwards and zooming up,12/22/22,Yes
10/2/22 19:16,San Bernardino,CA,USA,Orb,3 minutes,"two large glowing orbs that stopped in the sky, turned into a red star shape, turned transparent an fell directedly down vertically.",12/22/22,
10/1/22 23:45,Judsonia,AR,USA,Light,Couple hours,Went outside to take picture of the moon like I do every night and seen this object coming towards me.,12/22/22,
10/1/22 18:55,Edmonton,AB,Canada,Disk,about 5 minutes,"Luminous disc changing colour from creamy orange to amber, disappearing, reappearing reddish changing gradually to purple, winking out.",12/22/22,
10/1/22 18:40,Gulf Shores,AL,USA,Oval,5 seconds,Object spotted on slow motion video.,12/22/22,Yes
9/30/22 21:00,Grand junction,CO,USA,Orb,4 mins,Seen light come out of the clouds,12/22/22,
9/30/22 20:36,Flora,IL,USA,Circle,About 2 mins,They were little balls of bright orange light traveling signal file in a line,12/22/22,Yes
9/29/22 20:29,Louisville,TN,USA,Cigar,105,Security camera footage of probe or craft looking in house all doors and drawers were also pulled open and a cat is missing from inside,12/22/22,
9/29/22 19:41,Scottsdale,AZ,USA,Light,10-15 min,Red & Green bright lights hovering and then moving in various directions at rapid and then slow pace,12/22/22,
9/29/22 09:59,Laveen,AZ,USA,Changing,20 to 30 minutes,Appeared to have a cloaking mechanism,12/22/22,Yes
9/27/22 23:00,Grande Prairie,AB,Canada,Rectangle,About 5 minutes,Horizontal rectangle looked like 2 stacked red horizontal lines in sky didn�t move then just vanished,12/22/22,
9/26/22 22:00,Myrtle beach,SC,USA,Circle,55 seconds,I seen a red flashing object hovering back and forth,12/22/22,
9/26/22 20:00,Paso Robles,CA,USA,Changing,30-45min,Big Dipper ufo sighting,12/22/22,
9/25/22 20:20,Saint Mary,MO,USA,Disk,2 minutes,We saw a long disk shaped thing flying through the sky.,12/22/22,
9/24/22 21:04,Resaca,GA,USA,Other,1.5 hours,4 stationary with flashing lights,12/22/22,
9/24/22 19:39,Palmyra,PA,USA,Light,32 seconds,Craft flying up behind then out front of Space X Rocket launched from Florida,12/22/22,
9/24/22 17:28,San Diego,CA,USA,Cylinder,3 minutes,"Lone orb hovering over baseball field, Second UAP caught",12/22/22,Yes
9/24/22 15:30,Houston,TX,USA,Cigar,1 minute,"Saw a very large white, cigar shaped UFO in NW Harris county in Texas. It was 3:30 pm, broad daylight.",12/22/22,
9/24/22 15:30,Clearwater,FL,USA,Cone,not sure,I didn't see it until I looked at pictures ... I saw rainbow and strange opening in clouds so took pictures,12/22/22,Yes
9/23/22 05:38,Lewiston,ID,USA,Circle,Spanning across weeks,I saw one circular object that seemed to reflect light around the same time every morning for a few weeks.,12/22/22,Yes
9/22/22 14:45,Pepin,WI,USA,Disk,A few seconds,Saw disc going above the bridge following the river north towards Durand.,12/22/22,
9/22/22 01:30,Edmonton,AB,Canada,Fireball,Watched it for about a ho,It was a orange light when I got my camera and started recording . It got bigger and bigger meanwhile there were two little ones as wel,12/22/22,
9/21/22 18:20,Lancaster,,USA,Formation,About 10 15 minutes,On or the night of September the 21st 2022 I was outside with my nabor and a row of lights aparoch in a 45% pattern,12/22/22,
9/20/22 23:06,Lincoln,NE,USA,Changing,From 11pm to 5am,"Watched 20 or more bright star like objects shapeshift, zig zag while looked at was night fishing. Saw them all night and many since",12/22/22,Yes
9/20/22 20:30,Virgin,UT,USA,Light,30 minutes,Three objects moving in the sky at the same time into different directions and able to go back to their previous location faster than h,12/22/22,
9/19/22 21:22,San Diego,CA,USA,Circle,11 Seconds,Mission Beach UFO,12/22/22,
9/19/22 21:14,Saint Augustine,FL,USA,Circle,About 45 second,I thought it was Starlink at first but I zoomed in and noticed there was a dome in the center of the disc.,12/22/22,Yes
9/19/22 20:28,Summerville,SC,USA,Light,~60 seconds,"A string of 10 lights similar to the Earthlink, but much shorter, rotating together at an angle, then flickered out and disappeared.",12/22/22,
9/19/22 18:50,Champaign,IL,USA,Egg,About 1 minute,Was standing on my porch and looked up and saw this egg/cigar shaped bright object slowly moving across the sky. No sound no wings.,12/22/22,Yes
9/18/22 20:20,Winter Park,FL,USA,Changing,4,This video shows an unknown space object.,12/22/22,
9/18/22 18:50,Santa Fe,NM,USA,Unknown,Seconds,Metallic object fell quickly out of sky at sharp trajectory. Could not determine shape. Appeared to move faster than terminal velocity,12/22/22,
9/18/22 14:43,"Neenach (Northern, Los Angeles County)",CA,USA,Unknown,20 sec. or less.,"vanishing military fighter jet/s, saw was vastly high rate of speed at shockingly low altituide then vanished. in clear view",12/22/22,Yes
9/18/22 12:13,andrews afb,MD,USA,Circle,about ten seconds,not sure how many witnesses round very bright about as bright as the sun,12/22/22,
9/18/22 02:46,Swansea,Wales,United Kingdom,Other,,Small light then disappeared,12/22/22,Yes
9/17/22 03:00,Hauser Lake,ID,USA,Triangle,30 seconds,I had an interaction with a black triangle,12/22/22,Yes
9/15/22 15:00,Loranger,LA,USA,Cigar,20 seconds,"Clear sunny day , Flying Southwest over Hammond Airport on Louisiana",12/22/22,
9/15/22 13:00,Hwy 71 between maryville - saint joeseph,MO,USA,Triangle,,Weird big black triangle hovering craft,12/22/22,
9/14/22 20:09,Chico,CA,USA,Orb,5 mins,I looked up to see a blue orb/sphere traveling slowly in the sky it was shooting other orbs out of it and even moved closer,12/22/22,
9/14/22 14:00,Barrow-in-Furness,Cumbria,United Kingdom,Oval,Not known,Walking back from Walney Island nature reserve i noticed a flash above the B.A.E.building which was too distant to see objects,12/22/22,
9/13/22 20:55,Walnut Creek,CA,USA,Triangle,17 seconds,Black triangle hovering silently approximately 100 ft above ground,12/22/22,
9/12/22 21:15,Fairport,OH,,Circle,20 seconds,Thought it was a shooting star till I looked at video,12/22/22,
9/11/22 05:14,,GA,USA,Star,At least 10 minutes,"Ball of light accelerating and decelerating, matching speed with my vehicle",12/22/22,
9/10/22 20:01,Gatineau,Quebec,Canada,Disk,about a quarter second,"An upward facing infrared camera captured a classically shaped UAP moving left to right, inexplicably out of focus",12/22/22,Yes
9/10/22 20:00,Skykomish,WA,USA,Orb,3 minutes,Red orb photographed slowly moving west at about 300',12/22/22,Yes
9/10/22 06:25,Logan Township,NJ,USA,Changing,1 minute,I looked up toward South West and I though I saw a plane but there was no sound. I grabbed my phone and started shooting.,12/22/22,Yes
9/8/22 06:24,Griffin,GA,USA,Unknown,1 1/2 hours,I zoomed in on the picture & captured the real image that was hovering over the neighborhood.,12/22/22,Yes
9/5/22 12:51,??,NC,USA,Cigar,5 minutes,"Was on jetblue going to Florida. Was at 30,000 feet in the air.",12/22/22,Yes
9/5/22 10:42,Indiatlantic,FL,USA,Circle,"Photo, unknown at time ta","Mom took a photo and unknown to her at the time, people were looking at an unidentified object",12/22/22,Yes
9/5/22 06:13,Satsuma,FL,USA,Cylinder,A minute or two I'm guess,Cylindrical object spotted while sky watching.,12/22/22,Yes
9/5/22 04:41,Burnsville,MS,USA,Other,Thirteen seconds,I was just flying my drone over the waterway in Burnsville and noticed nothing unusual until later on when going through videos.,12/22/22,
9/4/22 20:02,Gatineau,Quebec,Canada,Disk,one quarter second,A bright disk captured in infrared on camera facing upwards,12/22/22,Yes
9/4/22 13:46,Nampa,ID,USA,Rectangle,2 - 3 seconds at most,"Never saw actual object, heard pops, saw damaged windshield later, reviewed dashcam and discovered sighting of the object and damage.",12/22/22,
9/3/22 23:28,dunstable,,United Kingdom,Disk,,look bright like a star but moved across sky,12/22/22,
9/1/22 22:00,Bridgman,MI,USA,Light,1hr,"2-7 lights that hovered, changed directions many times, multiplied, unfathomably fast",12/22/22,
9/1/22 18:12,Tiverton,RI,USA,Triangle,5 minutes,Ufo interacting with plane,12/22/22,
8/31/22 22:47,Seattle,WA,USA,Light,2 minutes,"What I thought was a satellite began to zig zag, stop and zig zag again.",12/22/22,
8/30/22 05:26,Zuni,NM,USA,Changing,20-30 minutes,Observed unknown objects moving in early morning sky.,12/22/22,
8/29/22 19:00,Pittsburgh,PA,USA,Cigar,a few minutes,"I saw a disc in my backyard (see pic), then my neighbor and I saw oblong ufo (see video).",12/22/22,Yes
8/28/22 09:32,Toledo,OH,USA,Cigar,2-4 minutes,Solid black no wings or tail fin. Seen while flying from Philadelphia to Las Vegas I have a 12 second video,12/22/22,Yes
8/27/22 21:00,Lower Lewis Falls Camp Ground,WA,USA,Unknown,5 minutes,"Lower Lewis Falls, WA - Interesting Camping Trip",12/22/22,
8/27/22 01:27,Dallas,TX,USA,Light,4:30,"Lying in front yard, waiting for partner to come back with house keys to get in the house.",12/22/22,
8/26/22 21:45,Long Beach,CA,USA,Changing,2 min 45 seconds video,An impressive spacecraft with smaller vessels landing on and departing from it.,12/22/22,Yes
8/26/22 01:00,Choctaw,OK,USA,Light,A couple minutes,Short and sweet. They came out of Ursa Major appeared as two parallel lights - side by side one brighter than the other,12/22/22,
8/25/22 23:30,Byesville,OH,USA,Changing,Been every night since sa,Bright light first time speeding extremely fast watched it stop and go down that light was bright white,12/22/22,
8/24/22 23:34,Crawfordsville,IN,USA,Cross,5 minutes,"Was taking night time pictures of the illuminated sky over Crawfordsville, Indiana upon reviewing pictures notice multiple UFO's",12/22/22,Yes
8/24/22 18:24,Alicante to Tenerife flight,,Spain,Cylinder,Several pictures,I took pictures of the horizon throw the plain window the a couple of weeks later when I was looking at my pictures I noticed these,12/22/22,Yes
8/24/22 03:30,Beaufort,,,Sphere,30 minutes,My wife and I saw 2 balls af light east north east at about 20 to 30 degrees above the horizon that would move in random directions,12/22/22,
8/21/22 01:02,Gatineau,Quebec,Canada,Oval,about half a second,An upward facing infrared camera captured an object that moved into the screen from the mid-right and exited from the screen top,12/22/22,Yes
8/19/22 21:15,NNW of Lake George Village,New York,United States,Disk,About 30 Mins,red and white light disk shaped,12/22/22,
8/19/22 09:17,nearest city glide/peel/Roseburg,OR,USA,Cigar,Under 30 seconds.,we look up in the sky and see a glowing red and green object when we pointed cameras at it when we did it vanished,12/22/22,
8/19/22 06:50,Tyler,TX,USA,Diamond,Lance,2 diamond 2 part connected with a light per side each side of 3 lights of triangle lights,12/22/22,
8/18/22 22:30,Choctaw,OK,USA,Light,Until 130 am august 19th,Saw lights coming out of Ursa Major area of the northern quadrant of the sky but at the tree line,12/22/22,
8/18/22 22:30,Boca Raton,FL,USA,Other,Many times,Planes stopping and flashing weird lights.,12/22/22,
8/15/22 21:55,Gatineau,Quebec,Canada,Other,about a quarter second,An object like a 'rod with features' was captured on an infrared camera facing upwards moving screen top to bottom,12/22/22,Yes
8/15/22 20:58,Gatineau,Quebec,Canada,Other,half a second,"An object moved fast downwards and left the screen then reappeared 9 seconds later moving upwards; basically, a rod with features",12/22/22,Yes
8/11/22 22:38,Gatineau,Quebec,Canada,Sphere,quarter of a second,"A sphere, interesting because it simply blinked on and off in about a quarter of a second; no dectable direction of flight",12/22/22,Yes
8/10/22 04:35,Grand Rapids,MI,USA,Rectangle,2-4 minutes,Shimmery rectangle bar of light began to move across the sky. Moved fast and faded to nothingness.,12/22/22,Yes
8/9/22 04:50,Gatineau,Quebec,Canada,Other,about half a second,For about half a second an infrared camera facing upward captured a rod-like object with features moving upscreen,12/22/22,Yes
8/8/22 13:30,Dungeness Spit near Sequim,WA,USA,Oval,3 sightings over 2 minute,"I saw part of one object 3 times over 2 minutes, reflecting sunlight. Seen from Dungeness Spit looking south toward Olympic Mtns.",12/22/22,
8/6/22 22:31,Gatineau,Quebec,Canada,Cylinder,close to a second,"A cylinder shoots into view along with a sphere; contracts into a ""barrel""; the ""barrel"" departed on the same path the cylinder entered",12/22/22,Yes
8/6/22 21:40,Gatineau,Quebec,Canada,Cigar,about a quarter second,An infrared camera pointed upward captured a cigar shaped object moving down-screen,12/22/22,Yes
8/6/22 21:32,Gatineau,Quebec,Canada,Cigar,about a half second,An infrared camera facing upward captured a possibly cigar-shaped object with a possible feature at its forward end,12/22/22,Yes
8/6/22 21:30,Gatineau,Quebec,Canada,Egg,about a second,An infrared camera facing upward captured a spherical object moving up-screen for about a second; I liked the way it moved,12/22/22,Yes
8/5/22 00:10,Viola,DE,USA,Triangle,5 minutes?,Very large triangular aircraft with very little sound flew slowly over our field and reacted to my presence,12/22/22,
8/1/22 02:00,Opelousas,LA,USA,Changing,3:02,At first like a pulsating star then began darting very fast left to right and pulsating the whole time from bright to dim.,12/22/22,
7/30/22 21:00,Harrisburg,PA,USA,Unknown,N/a,It's orbs all on me,12/22/22,
7/30/22 01:47,North Dartmouth,MA,USA,Circle,10 seconds,Woke up to see a very bright light emitting showers of sparks moving South to North,12/22/22,
7/27/22 22:20,Conway,AR,USA,Star,Shortly past sun rise,A bright small object that moves freely in the sky that seems to be attempting communication with Me,12/22/22,
7/26/22 21:22,Gatineau,,Canada,Other,about a quarter second,A fast moving object was captured on an infrared camera moving downscreen to the left,12/22/22,
7/22/22 21:30,Salinas,CA,USA,Unknown,10 minutes,Lights staying still in sky that turned �on and off�,12/22/22,
7/22/22 21:19,Dansville,NY,USA,Unknown,,Ufo sighting,12/22/22,Yes
7/20/22 16:50,Anchorage,AK,USA,Cylinder,It�s save in my computer,"We was looking out our window taking picture of the clouds because of the colors. Then this huge ufo appeared, You can see a wormhole",12/22/22,Yes
7/15/22 17:33,,,,Oval,,odd light in the sky,12/22/22,Yes
7/14/22 21:45,Bowling Green,KY,USA,Other,Ongoing,Many lights appeared behind my house and other homes in the neighborhood after an orb appeared in the sky the night before.,12/22/22,Yes
7/12/22 19:30,Linden,PA,USA,Oval,30 seconds,Daylight sighting of Oval shaped Object.,12/22/22,
7/11/22 22:37,Evansville,IN,USA,Unknown,My video is 9 sec,There was like a drone then what I can describe as a man operated drone,12/22/22,
7/11/22 19:30,Canon City,CO,USA,Cross,5 minutes,Ufo,12/22/22,
7/11/22 14:00,North Las Vegas,NV,USA,Sphere,1,Multiple lights seen mid-day (near area 51),12/22/22,
7/11/22 11:52,Snohomish,WA,USA,Circle,At least 3 minutes,Saw a roundish light object in the sky,12/22/22,Yes
7/10/22 00:34,Eugene,OR,USA,Fireball,At least 10 mins,Glowing orb like fireball hovering in the sky.,12/22/22,Yes
7/9/22 00:43,Pittsburgh,PA,USA,Other,15 mins,Are you afo showed up behind me about 40 yards away very big it used its beam and lights came out,12/22/22,Yes
7/8/22 12:14,Merida,Yucat�n,Mexico,Disk,10 minutes,I was on vacation in Mexico and I took my BeReal picture and I later noticed the UFO in the background.,12/22/22,Yes
7/7/22 00:21,Gatineau,Quebec,Canada,Other,a quarter second,A torpedo-like object moved quickly downscreen on an infrared camera pointed upward,12/22/22,Yes
7/7/22 00:18,Gatineau,Quebec,Canada,Other,about one second,"Infrared camera facing upward captured two objects in one second; one moving upscreen, then one moving downscreen",12/22/22,Yes
7/6/22 23:29,Gatineau,Quebec,Canada,Other,about a quarter second,An upward facing infrared camera captured an object moving right to left in the direction pointed,12/22/22,Yes
7/6/22 22:47,Seary,AR,USA,Cigar,About 7 to 10 minutes,Following a small plane in sky when I noticed object .,12/22/22,Yes
7/6/22 20:35,Sedona,AZ,USA,Changing,1 hour,"Just a few UFOs flying around. Some flashing, some disappearing.",12/22/22,
7/4/22 22:00,Ogden,UT,USA,Light,approx. 10-13seconds,"Fast moving object that flew over Hill AFB to Ben Lomond Peak in >10 seconds, and made an abnormal 90-Deg hard turn without slowing",12/22/22,
7/3/22 22:01,Oklahoma City,OK,USA,Cone,,"It was almost triangle but it was not and it had yellow lights going down four sides, I have a picture",12/22/22,Yes
7/1/22 22:42,Gatineau,Quebec,Canada,Other,about half a second,An upward facing infrared camera captured this object moving from screen left to right in the direction pointed,12/22/22,Yes
6/28/22 22:36,Gatineau,Quebec,Canada,Light,about half a second,"An infrared camera captured a seemingly large, bright object that moved across the screen from left to right on a diagonal",12/22/22,Yes
6/28/22 22:26,Gatineau,Quebec,Canada,Cigar,about a quarter second,"An infrared camera facing upward captured a likely ""cigar-ish"" shaped object entering the screen downward from the right",12/22/22,Yes
6/28/22 21:14,Gatineau,Quebec,Canada,Sphere,quarter of a second,A sphere moved from the bottom to the top of the screen of an infrared camera pointed upward,12/22/22,Yes
6/28/22 20:02,Gatineau,Quebec,Canada,Changing,two seconds,"a two second sequence of a spherical object that then takes on a tic tac appearance, then that of a flying ""rod"" with features",12/22/22,Yes
6/25/22 21:50,Gatineau,Quebec,Canada,Sphere,about a second,"A sphere enters the screen from the top, seems to enlarge slightly, then splits into two spheres which exit the screen from the top",12/22/22,Yes
6/24/22 20:37,Ronkonkoma,NY,USA,Changing,14 seconds,I observed a shape shifting object fly at 70 feet off the ground . Started off as a 5 piece triangle morphed into spear like shape.,12/22/22,Yes
6/19/22 21:51,Gatineau,Quebec,Canada,Changing,about half a second,An upfacing infrared camera captured an object moving from screen left to right about 5 seconds after another previously posted,12/22/22,Yes
6/17/22 22:52,Gatineau,Quebec,Canada,Other,about a quarter second,An infrared camera pointed upward captured a fast moving 'something' that literally streaked from screen top to bottom,12/22/22,Yes
6/17/22 15:01,Frederick,CO,USA,Sphere,45 seconds to a minute,Standing outside enjoying the weather looking up at the sky watching birds and I Saul a cylinder silver shape,12/22/22,
6/15/22 05:30,Donna,TX,USA,Disk,I was outside in my back,Contact was made,12/22/22,
6/15/22 04:19,Gatineau,Quebec,Canada,Oval,about a second,Bright oval object moved right to left across infrared camera screen while camera was pointing upward,12/22/22,Yes
6/13/22 22:31,Silverdale,WA,USA,Circle,2 minutes,"We were reviewing some photos taken couple months ago,",12/22/22,Yes
6/13/22 14:18,Bristol,RI,USA,Changing,5 minutes,",""Interdimensional Metallic Cube """,12/22/22,
6/12/22 23:55,Splendora,TX,USA,Unknown,3 minutes,I didn�t know I even took pictures of it until. ((NUFORCNote: Lens flare. PD)),12/22/22,Yes
6/11/22 00:02,Gatineau,Quebec,Canada,Oval,about a quarter second,An upward facing infra-red camera captured half of an object on the screen right moving downward.,12/22/22,Yes
6/6/22 21:07,Bolingbrook,IL,USA,Oval,3 minutes,Looked like they were in to enter a capsule,12/22/22,Yes
6/5/22 21:38,Gatineau,Quebec,Canada,Other,about a quarter second,An infrared camera pointed upward captured a luminous rod-shaped object moving from screen bottom to top,12/22/22,Yes
6/4/22 16:09,Cabra,C�rdoba Province,Spain,Oval,0�2 segundos,Grabaci�n de v�deo y al reproducirlo aparece algo durante dos o tres d�cimas de segundo un artefacto que parece venir de otra dimensi�n,12/22/22,Yes
6/3/22 22:22,Gatineau,Quebec,Canada,Other,about a quarter second,An upwardly pointed infrared camera captured a longish object moving from screen top to bottom,12/22/22,Yes
6/3/22 07:48,Idaho Falls,ID,USA,Light,2 seconds,Driving son to school in morning and there was a bright green flash of light in sky above mountain to the East of me.,12/22/22,
6/1/22 20:00,Fort Hall,ID,USA,Light,1 to 2 minutes,"Was playing with friends, my older bro got mad, and he ran and that�s when the light in the sky happened.",12/22/22,
5/31/22 20:30,Saint Paul,MN,USA,Rectangle,,Outside of my apartment hovering close by was a square shaped object floating it didn't make any sound at all.,12/22/22,
5/31/22 19:48,Chino,CA,USA,Triangle,15-20 seconds,Low flying triangle over the trees and completely silent.,12/22/22,
5/27/22 00:14,Gatineau,,Canada,Other,about a quarter second,An infrared camera facing upwards captured a mantaray looking object,12/22/22,Yes
5/27/22 00:14,Gatineau,Quebec,Canada,Other,half a second,"A half-second image of a manta shaped object and its ""tail"" (in the second frame) from an infrared video; camera pointed upward",12/22/22,Yes
5/26/22 23:46,Gatineau,Quebec,Canada,Other,about half a second,An infrared camera pointed upwards captured an object moving from screen left to right,12/22/22,Yes
5/26/22 23:46,Gatineau,Quebec,Canada,Changing,about half a second,"An object moved into the field of an infrared camera pointed upward, did a motion reversal, split and moved off screen, but intact?",12/22/22,Yes
5/26/22 23:45,Gatineau,Quebec,Canada,Disk,half a second,Object captured on infrared camera facing upward moving downward to left on screen in direction pointed,12/22/22,Yes
5/26/22 23:45,Gatineau,Quebec,Canada,Changing,about half a second,"Object that looked something like a tree seed in the wind, but appears to have changed shape, moved left to right through screen",12/22/22,Yes
5/26/22 23:38,Gatineau,Quebec,Canada,Light,under a second,"When captured on infrared camera, quick flashes that looked like objects moving downward proved to be cylinders of light",12/22/22,Yes
5/26/22 23:37,Gatineau,Quebec,Canada,Other,about half a second,An upward facing infrared camera captured an object moving from screen left to right; the shape is hard to determine,12/22/22,Yes
5/26/22 23:28,Gatineau,Quebec,Canada,Egg,about a quarter second,"Three objects similar to the Davie Florida ""egg"" posted by NUFORC on 21 Dec 16 appeared on an infrared camera facing upward",12/22/22,Yes
5/26/22 23:21,Gatineau,Quebec,Canada,Other,three quarters second,Object captured on an upward facing infrared camera moving right to left then arching upward out of screen,12/22/22,Yes
5/26/22 23:05,Gatineau,Quebec,Canada,Other,quarter second,"A moment of clarity during 4-5 seconds of light clutter reveals a ""Batship"" with a companion ship",12/22/22,Yes
5/25/22 03:20,,TX,USA,Unknown,Three to five minutes,Stationary object lit up in night sky hovering,12/22/22,
5/24/22 03:30,Not sure flight back,,Greece,Cigar,3 minutes,On flight home seen out of window in clear skys,12/22/22,
5/20/22 10:40,South Bend,IN,USA,Rectangle,5-10 seconds max,I sighted an unusual flying object passing by my home that is unexplained.,12/22/22,Yes
5/12/22 16:51,San Rafael,CA,USA,Egg,16 seconds,UFO appears to consciously avoid being filmed from afar?,12/22/22,Yes
4/30/22 00:07,Stockport,Cheshire East,United Kingdom,Sphere,2 minutes 8 seconds,"Very Slow Moving to a halt, Moving from East to West",12/22/22,
4/23/22 17:00,Alamo Lake area,AZ,USA,Oval,1 minute tops,Broad daylight/Low against Mountain/Both traveling same direction together/Flash of silver then disappeared/,12/22/22,
4/18/22 20:55,Parkersburg,WV,USA,Triangle,Approximately 5 minutes,Triangular light formation seen hovering above water tower on my drove home,12/22/22,
4/13/22 22:30,MACHESNEY PARK,IL,USA,Circle,3 minutes,It was low and massive,12/22/22,
4/9/22 18:00,S�o Jos� dos Campos,S�o Paulo,Brazil,Circle,1 to 3 seconds,A point of light passing by the moon,12/22/22,Yes
3/25/22 13:31,Bristol,CT,USA,Egg,1-2 minutes,I witnessed an egg shaped object flying across the sky.,12/22/22,Yes
3/15/22 20:53,Lehi,UT,USA,Light,1 Minute 22 seconds,"3 lights in formation, odd movements",12/22/22,Yes
3/5/22 20:52,Daytona Beach,FL,USA,Other,15 seconds,3 pictures were taken one after the other while looking from our balcony towards the ocean.,12/22/22,Yes
2/17/22 02:00,cortes island bccortez,BC,Canada,Unknown,4 sec,Procyon,12/22/22,
2/13/22 18:09,Idaho Falls,,,Cylinder,10 to 15 minutes,We were stopped at a park on East 25th street in Idaho Falls when objects started appearing in the sky Southwest of our location. I,12/22/22,Yes
1/29/22 18:20,Webster city,IA,USA,Light,15 minutes,"Slow moving light across sky, that flickers and dissappears",12/22/22,Yes
1/25/22 19:47,Granbury,TX,USA,Circle,5 minutes,One ship and either a autonomous probe or two ships,12/22/22,Yes
1/18/22 17:28,Norwood,MA,USA,Orb,1-2mins,A bright light flying low with no sound. Moved quickly out of line of sight making a sharp turn suddenly before disappearing from view,12/22/22,Yes
1/12/22 08:00,Spokane valley,WA,USA,Changing,41 minutes,It was hidden in the middle of the Sun coming up,12/22/22,
1/1/22 22:35,Mariposa,,,Other,Every night for past4 yea,They are here controlling people,12/22/22,
12/31/21 23:00,Alvin,TX,USA,Rectangle,1 to 2 minutes,I got a picture of what is either 1 craft in triangle shape or 3 small ones forming a triangle,12/22/22,Yes
12/20/21 21:30,Nashville,TN,USA,Sphere,30 seconds,Orange glow spheres traveling west to east going prob 10-20 mph with orange /yellow glow,12/22/22,
12/10/21 21:45,Levelland,TX,USA,Triangle,5-10mis,craft moved from the east to the west a little past my location it made a flat turn (it did not bank to turn) and headed south.,12/22/22,
12/8/21 20:05,Warren,OH,USA,Triangle,No more than 40 minutes,4 different UFOs. Perceived through a hunch?,12/22/22,
12/8/21 05:02,Sequim,WA,USA,Changing,5 minutes,"Observed a bright light coming towards us, which turned and hovered and then took off at lightening speed",12/22/22,Yes
12/3/21 21:30,Joplin,MO,USA,Rectangle,3 to 5 minutes,"Black, Silent Craft Floating only a few hundred feet above",12/22/22,
11/30/21 16:06,Branson west,MO,USA,Circle,10 minutes,Thought it was airplane with landing lite on,12/22/22,
11/24/21 04:00,Watertown,WI,USA,Rectangle,Approximately 1 min.,Clear night got a clear sight,12/22/22,
11/22/21 02:30,Bempton Bridlington,,United Kingdom,Changing,Twenty minutes,A great experience,12/22/22,Yes
11/15/21 20:29,Stratford,CT,USA,Sphere,60 minutes,Orbs in patterns,12/22/22,Yes
11/15/21 15:30,Colorado Springs,CO,USA,Changing,15 minutes (approx.),A 'star' faded and changed into a cigar-shaped object.,12/22/22,
11/13/21 20:05,"Rural Doornkop, Mpumalanga",Mpumalanga,South Africa,Cigar,5 min,"After a huge storm, sky started to clear. No electricity. We moved outside to light a fire. Suddenly, this object appeared",12/22/22,Yes
11/12/21 19:45,Pittsburgh,PA,USA,Other,1 hour anf half,Watched a UFO land from my kitchen across the street entity showed up at the door,12/22/22,Yes
10/31/21 20:21,Taylorsville,NC,USA,Triangle,2 minutes,Triangle object hovering above power lines,12/22/22,
10/31/21 18:57,Roseville,CA,USA,Circle,2 mins,I have 2 mins of it and still can't explain it,12/22/22,
10/15/21 22:00,Peru,IN,USA,Disk,15 seconds,"Military base closes for day, UFO seen leaving base.",12/22/22,
10/14/21 02:00,Weston,VT,USA,Oval,3-4 minutes,"Large blimp looking craft, almost see through, quiet but make the ground shake",12/22/22,
10/12/21 19:15,Scarsdale,NY,USA,Light,3 minutes,Blinking or pulsating circular green light in the southern sky just below the Moon.,12/22/22,Yes
10/9/21 20:32,Elmwood,ON,Canada,Changing,5 min,"Red light, evolving shape then disappeared",12/22/22,Yes
10/1/21 06:18,brownsville,TX,USA,Circle,10 minutes,Rotating in circles,12/22/22,
9/27/21 15:15,Riverview,MI,USA,Disk,2 minutes,2 metallic discs hovering over school,12/22/22,Yes
9/14/21 20:15,Dover and on my way home,AR,USA,Circle,20 minutes,Followed me,12/22/22,
8/28/21 18:36,Atlanta,GA,USA,Circle,Approximate total time 10,Saw at least 8 circular craft that looked like might have been in a formation moving across the sky above our location.,12/22/22,Yes
8/28/21 13:49,Mineral Bluff,GA,USA,Cone,6 sec,Georgia - Mineral Bluff Rolling Pink Object Appears And Disappears.,12/22/22,Yes
8/20/21 23:00,,MO,USA,Light,90min,At 1st I seen the bright light above my truck in the road,12/22/22,Yes
8/19/21 06:07,above nature protected area CHKO Krivokl�tsko,Beroun District,Czech Republic,Other,3 to 4 minutes,A pillar/prism shaped pitch black object with protrusions seen from the plane.,12/22/22,Yes
8/18/21 12:30,McDonough,GA,USA,Sphere,Maybe 5 minutes,We saw something like a sphere shape in the middle of other sphere shape objects circling it,12/22/22,
